Cluster_name	Count	Max with r1	Max with_r2	Recombinant1	Recombinant2
centroid=F6_LB_2899;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5632;seqs=1;size=1;	1	39	1	1	0
centroid=F5_LB_1559;seqs=1;size=1;	1	1	3	0	1
centroid=F2_H_324;seqs=7;size=7;	7	114	7	1	0
centroid=F2_H_916;seqs=1;size=1;	1	74	1	1	0
centroid=F6_LB_6651;seqs=4;size=15;	15	15	15	0	0
centroid=F5_LB_1164;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2378;seqs=4;size=17;	17	17	17	0	0
centroid=F6_LB_5093;seqs=1;size=1;	1	2	1	1	0
centroid=F6_LH_2697;seqs=1;size=1;	1	69	46	1	1
centroid=F1_H_1282;seqs=2;size=2;	2	2	41	0	1
centroid=F5_LB_594;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3144;seqs=1;size=4;	4	4	4	0	0
centroid=F5_LB_2528;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_427;seqs=3;size=3;	3	114	3	1	0
centroid=F6_LB_1001;seqs=1;size=1;	1	9	1	1	0
centroid=F5_LH_4217;seqs=5;size=12;	12	12	12	0	0
centroid=F5_LH_44;seqs=3;size=6;	6	6	6	0	0
centroid=F6_LB_3731;seqs=9;size=9;	9	66	23	1	1
centroid=F6_LB_834;seqs=6;size=6;	6	44	89	1	1
centroid=F5_LH_3255;seqs=3;size=7;	7	7	7	0	0
centroid=F6_LB_5425;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7168;seqs=4;size=4;	4	37	16	1	1
centroid=F6_LH_4026;seqs=2;size=2;	2	2	71	0	1
centroid=F6_LB_6571;seqs=12;size=30;	30	30	30	0	0
centroid=F5_LB_2364;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_4141;seqs=4;size=4;	4	4	19	0	1
centroid=F6_LH_7014;seqs=4;size=10;	10	10	10	0	0
centroid=F2_B2_791;seqs=1;size=1;	1	2	3	1	1
centroid=F5_LH_5483;seqs=2;size=2;	2	2	2	0	0
centroid=F2_H_843;seqs=1;size=1;	1	65	32	1	1
centroid=F6_LH_4911;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_298;seqs=2;size=2;	2	71	2	1	0
centroid=F6_LB_5806;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_3272;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_6217;seqs=29;size=68;	68	68	68	0	0
centroid=F6_LB_7216;seqs=3;size=3;	3	50	3	1	0
centroid=F5_LH_2860;seqs=1;size=1;	1	60	1	1	0
centroid=F6_LB_8610;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_4280;seqs=5;size=15;	15	15	15	0	0
centroid=F6_LH_2092;seqs=3;size=3;	3	90	75	1	1
centroid=F6_LH_8649;seqs=1;size=1;	1	77	1	1	0
centroid=F6_LB_7969;seqs=1;size=1;	1	31	1	1	0
centroid=F6_LH_7250;seqs=1;size=1;	1	1	1	0	0
centroid=F4_LB_1015;seqs=4;size=10;	10	10	10	0	0
centroid=F6_LB_7543;seqs=1;size=1;	1	1	40	0	1
centroid=F6_LH_6609;seqs=2;size=2;	2	41	2	1	0
centroid=F3_H_1938;seqs=3;size=14;	14	14	14	0	0
centroid=F6_LB_5195;seqs=4;size=6;	6	6	6	0	0
centroid=F4_LH_623;seqs=7;size=21;	21	21	21	0	0
centroid=F6_LB_5068;seqs=7;size=16;	16	16	16	0	0
centroid=F6_LB_1475;seqs=1;size=1;	1	44	1	1	0
centroid=F5_LB_1583;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_1883;seqs=3;size=4;	4	366	4	1	0
centroid=F5_LH_4111;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_3811;seqs=10;size=20;	20	20	20	0	0
centroid=F6_LB_9369;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4330;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_3132;seqs=1;size=1;	1	40	1	1	0
centroid=F5_LH_3809;seqs=2;size=2;	2	2	2	0	0
centroid=F1_B1_1577;seqs=1;size=1;	1	19	1	1	0
centroid=F6_LB_4449;seqs=3;size=3;	3	31	3	1	0
centroid=F5_LH_1595;seqs=1;size=1;	1	7	1	1	0
centroid=F6_LB_384;seqs=1;size=1;	1	47	1	1	0
centroid=F5_LB_587;seqs=1;size=4;	4	4	4	0	0
centroid=F5_LH_2685;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LH_4376;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LH_3475;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_1944;seqs=1;size=1;	1	3	5	1	1
centroid=F5_LH_3707;seqs=1;size=1;	1	55	1	1	0
centroid=F5_LB_2940;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7412;seqs=12;size=35;	35	35	35	0	0
centroid=F5_LB_2880;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_4869;seqs=4;size=5;	5	5	5	0	0
centroid=F2_H_75;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_1029;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3238;seqs=4;size=11;	11	11	11	0	0
centroid=F5_LB_167;seqs=2;size=2;	2	2	2	0	0
centroid=F2_B2_745;seqs=1;size=1;	1	4	1	1	0
centroid=F6_LH_8059;seqs=2;size=2;	2	261	2	1	0
centroid=F6_LB_508;seqs=1;size=1;	1	38	1	1	0
centroid=F5_LH_4784;seqs=3;size=3;	3	3	3	0	0
centroid=F2_B2_408;seqs=1;size=1;	1	7	2	1	1
centroid=F2_H_896;seqs=4;size=4;	4	35	63	1	1
centroid=F5_LB_2551;seqs=1;size=1;	1	2	1	1	0
centroid=F6_LB_4306;seqs=5;size=5;	5	5	46	0	1
centroid=F6_LB_768;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_1405;seqs=1;size=1;	1	10	13	1	1
centroid=F5_LH_4052;seqs=1;size=1;	1	44	1	1	0
centroid=F5_LB_634;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1677;seqs=7;size=7;	7	7	7	0	0
centroid=F5_LH_3799;seqs=4;size=9;	9	9	9	0	0
centroid=F6_LB_6761;seqs=16;size=52;	52	52	52	0	0
centroid=F2_H_186;seqs=2;size=2;	2	22	2	1	0
centroid=F6_LH_3143;seqs=3;size=3;	3	71	3	1	0
centroid=F5_LH_2641;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_978;seqs=3;size=3;	3	60	3	1	0
centroid=F5_LB_1744;seqs=4;size=6;	6	6	6	0	0
centroid=F1_B1_3258;seqs=1;size=2;	2	2	2	0	0
centroid=F4_LH_239;seqs=1;size=1;	1	43	1	1	0
centroid=F5_LB_2199;seqs=1;size=1;	1	1	1	0	0
centroid=F1_B1_1430;seqs=1;size=1;	1	29	1	1	0
centroid=F2_B2_215;seqs=1;size=1;	1	5	1	1	0
centroid=F5_LB_1819;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_622;seqs=9;size=9;	9	40	16	1	1
centroid=F6_LH_6750;seqs=40;size=125;	125	125	125	0	0
centroid=F2_H_1098;seqs=1;size=1;	1	18	1	1	0
centroid=F5_LB_2680;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_10114;seqs=3;size=3;	3	38	3	1	0
centroid=F6_LH_8476;seqs=2;size=2;	2	84	2	1	0
centroid=F5_LB_898;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_664;seqs=1;size=1;	1	14	86	1	1
centroid=F5_LB_2960;seqs=1;size=1;	1	6	4	1	1
centroid=F6_LB_5384;seqs=5;size=15;	15	15	15	0	0
centroid=F1_B1_2031;seqs=5;size=7;	7	7	7	0	0
centroid=F5_LH_72;seqs=2;size=2;	2	2	2	0	0
centroid=F2_H_431;seqs=5;size=5;	5	107	5	1	0
centroid=F2_H_1;seqs=3;size=3;	3	55	68	1	1
centroid=F6_LB_661;seqs=6;size=6;	6	6	6	0	0
centroid=F5_LB_37;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3876;seqs=3;size=11;	11	11	11	0	0
centroid=F5_LB_1479;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_352;seqs=1;size=1;	1	4	41	1	1
centroid=F6_LH_6973;seqs=17;size=59;	59	59	59	0	0
centroid=F5_LH_46;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_6249;seqs=23;size=54;	54	54	54	0	0
centroid=F5_LB_2850;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_1406;seqs=6;size=7;	7	7	7	0	0
centroid=F2_H_506;seqs=2;size=2;	2	103	2	1	0
centroid=F5_LH_4082;seqs=2;size=2;	2	2	2	0	0
centroid=F3_H_1789;seqs=2;size=8;	8	8	8	0	0
centroid=F6_LB_6258;seqs=9;size=44;	44	44	44	0	0
centroid=F6_LB_7366;seqs=3;size=10;	10	10	10	0	0
centroid=F5_LB_1962;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LH_5117;seqs=2;size=5;	5	5	5	0	0
centroid=F2_H_849;seqs=3;size=3;	3	3	43	0	1
centroid=F5_LH_710;seqs=1;size=1;	1	4	1	1	0
centroid=F5_LB_1073;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_824;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5033;seqs=14;size=30;	30	30	30	0	0
centroid=F6_LH_7167;seqs=21;size=54;	54	54	54	0	0
centroid=F2_B2_579;seqs=2;size=2;	2	15	2	1	0
centroid=F5_LH_4320;seqs=5;size=15;	15	15	15	0	0
centroid=F6_LB_3913;seqs=1;size=1;	1	14	1	1	0
centroid=F5_LB_1346;seqs=3;size=4;	4	4	4	0	0
centroid=F4_LB_169;seqs=1;size=1;	1	46	1	1	0
centroid=F5_LB_720;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_6778;seqs=15;size=44;	44	44	44	0	0
centroid=F5_LH_4163;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_1807;seqs=3;size=3;	3	3	3	0	0
centroid=F4_LH_685;seqs=2;size=5;	5	5	5	0	0
centroid=F6_LH_10165;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_4935;seqs=6;size=6;	6	101	6	1	0
centroid=F5_LB_583;seqs=2;size=2;	2	2	7	0	1
centroid=F5_LH_2990;seqs=4;size=6;	6	6	6	0	0
centroid=F6_LB_5537;seqs=4;size=4;	4	4	47	0	1
centroid=F6_LB_8891;seqs=6;size=14;	14	14	14	0	0
centroid=F6_LH_235;seqs=4;size=4;	4	129	91	1	1
centroid=F2_H_518;seqs=1;size=1;	1	100	13	1	1
centroid=F3_H_1888;seqs=4;size=7;	7	7	7	0	0
centroid=F5_LH_3727;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_737;seqs=1;size=1;	1	1	37	0	1
centroid=F6_LH_6566;seqs=1;size=1;	1	50	1	1	0
centroid=F2_B2_224;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LH_2907;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LB_2446;seqs=2;size=6;	6	6	6	0	0
centroid=F6_LB_394;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4064;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_605;seqs=1;size=2;	2	2	2	0	0
centroid=F4_LB_784;seqs=14;size=53;	53	53	53	0	0
centroid=F6_LB_8061;seqs=4;size=4;	4	4	46	0	1
centroid=F5_LB_2390;seqs=2;size=4;	4	4	4	0	0
centroid=F4_LB_276;seqs=1;size=1;	1	40	1	1	0
centroid=F6_LB_6290;seqs=4;size=12;	12	12	12	0	0
centroid=F6_LB_6714;seqs=10;size=23;	23	23	23	0	0
centroid=F6_LH_1803;seqs=1;size=1;	1	115	1	1	0
centroid=F5_LB_2298;seqs=1;size=9;	9	9	9	0	0
centroid=F5_LB_2590;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_727;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_5554;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_6251;seqs=7;size=14;	14	14	14	0	0
centroid=F6_LB_1160;seqs=3;size=3;	3	3	23	0	1
centroid=F3_H_2391;seqs=1;size=1;	1	48	1	1	0
centroid=F5_LB_2838;seqs=1;size=2;	2	6	2	1	0
centroid=F5_LH_2813;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_6777;seqs=36;size=155;	155	155	155	0	0
centroid=F6_LB_7170;seqs=11;size=28;	28	28	28	0	0
centroid=F5_LH_3862;seqs=3;size=9;	9	9	9	0	0
centroid=F2_B2_493;seqs=1;size=1;	1	11	1	1	0
centroid=F2_B2_396;seqs=1;size=1;	1	1	23	0	1
centroid=F6_LB_7224;seqs=21;size=40;	40	40	40	0	0
centroid=F2_H_31;seqs=1;size=1;	1	77	1	1	0
centroid=F5_LH_677;seqs=3;size=4;	4	4	4	0	0
centroid=F5_LH_5008;seqs=2;size=2;	2	21	2	1	0
centroid=F2_B2_1083;seqs=2;size=2;	2	21	2	1	0
centroid=F5_LH_5532;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LB_2366;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_6788;seqs=8;size=16;	16	16	16	0	0
centroid=F4_LB_808;seqs=9;size=33;	33	33	33	0	0
centroid=F5_LH_3792;seqs=1;size=1;	1	42	1	1	0
centroid=F5_LH_3052;seqs=2;size=4;	4	4	4	0	0
centroid=F6_LB_840;seqs=2;size=2;	2	2	37	0	1
centroid=F1_H_1086;seqs=1;size=1;	1	1	157	0	1
centroid=F5_LB_157;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_1206;seqs=1;size=1;	1	77	1	1	0
centroid=F5_LH_1218;seqs=1;size=1;	1	9	1	1	0
centroid=F6_LB_1637;seqs=1;size=1;	1	1	64	0	1
centroid=F5_LB_2621;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LH_3914;seqs=7;size=11;	11	11	11	0	0
centroid=F5_LH_4276;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7149;seqs=11;size=28;	28	28	28	0	0
centroid=F3_H_2567;seqs=1;size=1;	1	18	86	1	1
centroid=F5_LH_4249;seqs=11;size=21;	21	21	21	0	0
centroid=F5_LH_1382;seqs=3;size=3;	3	8	9	1	1
centroid=F5_LH_4830;seqs=3;size=3;	3	11	3	1	0
centroid=F5_LH_4618;seqs=5;size=12;	12	12	12	0	0
centroid=F5_LH_3866;seqs=5;size=7;	7	7	7	0	0
centroid=F5_LH_2946;seqs=1;size=1;	1	46	1	1	0
centroid=F5_LH_5508;seqs=4;size=11;	11	11	11	0	0
centroid=F6_LH_7071;seqs=31;size=88;	88	88	88	0	0
centroid=F1_H_1301;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_443;seqs=1;size=2;	2	2	2	0	0
centroid=F2_H_213;seqs=4;size=4;	4	73	4	1	0
centroid=F2_B2_561;seqs=1;size=1;	1	10	13	1	1
centroid=F5_LH_3828;seqs=4;size=12;	12	12	12	0	0
centroid=F6_LH_8326;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1110;seqs=1;size=1;	1	1	1	0	0
centroid=F4_LB_554;seqs=2;size=2;	2	70	2	1	0
centroid=F6_LB_3871;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LB_2946;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_5723;seqs=7;size=10;	10	10	10	0	0
centroid=F6_LB_9343;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_5095;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LH_10293;seqs=7;size=7;	7	103	57	1	1
centroid=F5_LB_2153;seqs=4;size=11;	11	11	11	0	0
centroid=F6_LH_945;seqs=1;size=1;	1	47	1	1	0
centroid=F6_LB_7336;seqs=1;size=1;	1	37	1	1	0
centroid=F6_LH_7078;seqs=39;size=83;	83	83	83	0	0
centroid=F5_LH_3231;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_4088;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5753;seqs=6;size=6;	6	6	6	0	0
centroid=F6_LB_774;seqs=2;size=2;	2	2	32	0	1
centroid=F2_B2_145;seqs=1;size=1;	1	7	6	1	1
centroid=F1_H_965;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3274;seqs=5;size=5;	5	5	5	0	0
centroid=F5_LH_210;seqs=3;size=4;	4	4	4	0	0
centroid=F5_LB_2521;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_1591;seqs=1;size=1;	1	199	1	1	0
centroid=F6_LH_484;seqs=1;size=1;	1	115	1	1	0
centroid=F6_LB_5773;seqs=1;size=1;	1	34	1	1	0
centroid=F5_LH_1067;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_1731;seqs=2;size=3;	3	3	3	0	0
centroid=F4_LH_576;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_1168;seqs=1;size=1;	1	28	1	1	0
centroid=F5_LB_2731;seqs=1;size=2;	2	2	2	0	0
centroid=F1_H_304;seqs=1;size=1;	1	1	22	0	1
centroid=F5_LB_3134;seqs=1;size=1;	1	5	3	1	1
centroid=F5_LB_2015;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LB_1822;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LB_409;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LB_2206;seqs=1;size=4;	4	4	4	0	0
centroid=F1_H_1606;seqs=1;size=1;	1	1	50	0	1
centroid=F5_LH_3585;seqs=1;size=1;	1	14	1	1	0
centroid=F5_LB_1778;seqs=1;size=3;	3	3	3	0	0
centroid=F6_LB_6640;seqs=13;size=47;	47	47	47	0	0
centroid=F6_LH_744;seqs=5;size=5;	5	5	6	0	1
centroid=F3_H_1306;seqs=5;size=5;	5	5	5	0	0
centroid=F5_LH_5105;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_781;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_9285;seqs=1;size=1;	1	4	1	1	0
centroid=F6_LB_3666;seqs=1;size=1;	1	1	13	0	1
centroid=F5_LH_633;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_1855;seqs=8;size=30;	30	30	30	0	0
centroid=F6_LH_5443;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_320;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1790;seqs=2;size=4;	4	4	4	0	0
centroid=F6_LH_300;seqs=1;size=1;	1	129	1	1	0
centroid=F5_LB_3336;seqs=3;size=5;	5	5	5	0	0
centroid=F6_LB_263;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_2353;seqs=1;size=1;	1	11	1	1	0
centroid=F6_LH_4710;seqs=4;size=4;	4	4	65	0	1
centroid=F5_LB_2018;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_2959;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LB_2915;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_4568;seqs=1;size=1;	1	7	1	1	0
centroid=F6_LB_2162;seqs=2;size=2;	2	2	48	0	1
centroid=F5_LB_3168;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4956;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_533;seqs=3;size=3;	3	3	3	0	0
centroid=F6_LB_6776;seqs=2;size=2;	2	39	2	1	0
centroid=F2_H_925;seqs=1;size=1;	1	106	1	1	0
centroid=F6_LH_6944;seqs=10;size=41;	41	41	41	0	0
centroid=F6_LB_5303;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_6458;seqs=11;size=31;	31	31	31	0	0
centroid=F5_LB_2461;seqs=6;size=12;	12	12	12	0	0
centroid=F5_LH_2215;seqs=1;size=1;	1	1	3	0	1
centroid=F5_LH_4269;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_2804;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_5343;seqs=1;size=1;	1	32	1	1	0
centroid=F2_B2_1073;seqs=2;size=2;	2	2	5	0	1
centroid=F2_H_669;seqs=5;size=6;	6	103	31	1	1
centroid=F5_LH_4725;seqs=2;size=3;	3	3	3	0	0
centroid=F3_H_2426;seqs=3;size=3;	3	272	3	1	0
centroid=F4_LB_381;seqs=2;size=2;	2	37	2	1	0
centroid=F6_LB_6506;seqs=7;size=19;	19	19	19	0	0
centroid=F5_LH_5028;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LH_4515;seqs=4;size=7;	7	7	7	0	0
centroid=F6_LB_3859;seqs=4;size=4;	4	5	4	1	0
centroid=F5_LB_2303;seqs=7;size=8;	8	8	8	0	0
centroid=F6_LH_7121;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_450;seqs=1;size=3;	3	3	3	0	0
centroid=F3_H_1379;seqs=1;size=1;	1	54	107	1	1
centroid=F6_LH_7493;seqs=2;size=2;	2	71	2	1	0
centroid=F2_H_570;seqs=6;size=6;	6	111	6	1	0
centroid=F5_LH_1;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LH_1014;seqs=1;size=2;	2	2	2	0	0
centroid=F2_H_345;seqs=1;size=1;	1	101	1	1	0
centroid=F6_LB_2578;seqs=5;size=5;	5	5	89	0	1
centroid=F6_LB_2276;seqs=1;size=1;	1	31	1	1	0
centroid=F2_H_581;seqs=1;size=1;	1	26	1	1	0
centroid=F5_LH_1906;seqs=5;size=5;	5	37	5	1	0
centroid=F5_LB_2310;seqs=3;size=11;	11	11	11	0	0
centroid=F6_LB_3997;seqs=1;size=1;	1	1	10	0	1
centroid=F5_LB_1211;seqs=1;size=1;	1	164	263	1	1
centroid=F5_LB_1632;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_9112;seqs=12;size=32;	32	32	32	0	0
centroid=F5_LH_5360;seqs=1;size=1;	1	21	1	1	0
centroid=F5_LH_4328;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_2851;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_285;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7416;seqs=1;size=1;	1	55	1	1	0
centroid=F2_B2_1207;seqs=3;size=3;	3	3	3	0	0
centroid=F2_H_287;seqs=2;size=2;	2	79	2	1	0
centroid=F5_LH_3497;seqs=9;size=18;	18	18	18	0	0
centroid=F6_LB_3999;seqs=6;size=6;	6	48	21	1	1
centroid=F5_LH_3877;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_2592;seqs=3;size=4;	4	4	4	0	0
centroid=F2_B2_751;seqs=1;size=1;	1	8	4	1	1
centroid=F5_LB_1192;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4238;seqs=1;size=1;	1	20	1	1	0
centroid=F4_LH_606;seqs=7;size=26;	26	26	26	0	0
centroid=F6_LB_6353;seqs=12;size=27;	27	27	27	0	0
centroid=F6_LB_1741;seqs=1;size=1;	1	216	1	1	0
centroid=F6_LH_6718;seqs=20;size=59;	59	59	59	0	0
centroid=F1_B1_2332;seqs=12;size=43;	43	43	43	0	0
centroid=F5_LB_2170;seqs=1;size=5;	5	5	5	0	0
centroid=F5_LH_3395;seqs=6;size=15;	15	15	15	0	0
centroid=F2_H_103;seqs=1;size=1;	1	80	1	1	0
centroid=F6_LH_7917;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_5205;seqs=2;size=2;	2	3	2	1	0
centroid=F3_H_2551;seqs=5;size=6;	6	6	6	0	0
centroid=F6_LH_7029;seqs=27;size=103;	103	103	103	0	0
centroid=F4_LB_856;seqs=1;size=2;	2	26	62	1	1
centroid=F5_LH_4331;seqs=1;size=1;	1	9	11	1	1
centroid=F5_LH_4050;seqs=2;size=4;	4	4	4	0	0
centroid=F1_H_836;seqs=2;size=2;	2	2	23	0	1
centroid=F5_LB_602;seqs=1;size=1;	1	10	1	1	0
centroid=F5_LB_210;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_2256;seqs=3;size=3;	3	3	3	0	0
centroid=F6_LB_9777;seqs=5;size=15;	15	15	15	0	0
centroid=F5_LB_2270;seqs=3;size=8;	8	8	8	0	0
centroid=F5_LH_2916;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LB_6772;seqs=10;size=26;	26	26	26	0	0
centroid=F6_LB_7717;seqs=1;size=5;	5	5	5	0	0
centroid=F6_LB_3767;seqs=1;size=1;	1	23	1	1	0
centroid=F5_LB_10;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3397;seqs=6;size=18;	18	18	18	0	0
centroid=F5_LB_1373;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_5751;seqs=2;size=2;	2	58	2	1	0
centroid=F2_B2_689;seqs=3;size=3;	3	13	3	1	0
centroid=F5_LB_2450;seqs=7;size=15;	15	15	15	0	0
centroid=F5_LH_3381;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LH_2949;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_3739;seqs=2;size=2;	2	14	2	1	0
centroid=F6_LB_6620;seqs=11;size=42;	42	42	42	0	0
centroid=F5_LH_4897;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LB_9701;seqs=2;size=2;	2	2	20	0	1
centroid=F6_LH_6661;seqs=4;size=18;	18	18	18	0	0
centroid=F6_LH_7192;seqs=25;size=86;	86	86	86	0	0
centroid=F5_LH_2940;seqs=1;size=1;	1	38	1	1	0
centroid=F3_H_1891;seqs=40;size=273;	273	273	273	0	0
centroid=F6_LB_3506;seqs=2;size=2;	2	25	103	1	1
centroid=F5_LB_2984;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_874;seqs=1;size=1;	1	14	19	1	1
centroid=F5_LH_3776;seqs=9;size=26;	26	26	26	0	0
centroid=F5_LB_2114;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_4253;seqs=1;size=1;	1	4	1	1	0
centroid=F5_LH_1863;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_349;seqs=1;size=1;	1	27	1	1	0
centroid=F2_H_825;seqs=1;size=1;	1	14	1	1	0
centroid=F5_LH_4102;seqs=1;size=4;	4	4	4	0	0
centroid=F5_LH_3189;seqs=1;size=1;	1	155	6	1	1
centroid=F5_LB_1233;seqs=1;size=1;	1	4	7	1	1
centroid=F2_H_1008;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_4732;seqs=1;size=1;	1	13	62	1	1
centroid=F5_LB_2292;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_6333;seqs=10;size=31;	31	31	31	0	0
centroid=F3_H_69;seqs=2;size=2;	2	2	168	0	1
centroid=F5_LH_4250;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_3332;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_985;seqs=1;size=1;	1	8	1	1	0
centroid=F1_H_1139;seqs=1;size=1;	1	366	1	1	0
centroid=F5_LB_1669;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_3386;seqs=5;size=8;	8	8	8	0	0
centroid=F2_B2_358;seqs=1;size=1;	1	4	1	1	0
centroid=F5_LB_3014;seqs=2;size=2;	2	2	2	0	0
centroid=F1_H_1284;seqs=29;size=88;	88	88	88	0	0
centroid=F5_LB_1978;seqs=4;size=8;	8	8	8	0	0
centroid=F5_LB_13;seqs=2;size=3;	3	3	3	0	0
centroid=F2_B2_822;seqs=1;size=1;	1	26	2	1	1
centroid=F5_LH_5427;seqs=4;size=10;	10	10	10	0	0
centroid=F5_LH_2906;seqs=5;size=13;	13	13	13	0	0
centroid=F2_B2_857;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_1114;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3286;seqs=1;size=1;	1	1	1	0	0
